date,identifier,caption
2023-06-06,BBCNEWS_20230606_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Nina. It's Tuesday the 06th of June, so let's see what's in store across the UK. The big picture today: plenty of warm sunshine for many of us. Across Northern Ireland and East Anglia it'll feel pleasantly warm. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. A lovely day to get outside if you can. Temperatures peaking near 23 degrees, warmest across the south east. Overnight, lows of about 16 degrees in towns and cities, a touch cooler in the countryside. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. And that's your lot for now. Whatever you're up to, enjoy it."
2023-06-07,BBCNEWS_20230607_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Nina. Wednesday the 07th of June, and the charts are looking interesting. Spare a thought for anyone stuck on a stuffy commute in this. The big picture today: strong sunshine and clear blue skies for many of us. The highlands and the Midlands get the brunt of it — hot and increasingly uncomfortable in the strong June sun. Honestly, it's the kind of day that makes you forget this is Britain. Uv levels will be high to very high, so do take care out there. Into the afternoon, the south west sees much the same, with highs around 24 degrees. Overnight, lows of about 16 degrees in towns and cities, a touch cooler in the countryside. And in the wider context — June so far: provisionally the hottest June on record for the UK. And that's showing up in the day-to-day numbers. I'll hand you back to the studio — see you next time."
2023-06-08,BBCNEWS_20230608_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Tomasz. Coming up to Thursday the 08th of June — here's how the next 24 hours are shaping up. If you've got the barbecue on standby, today might just be your day. Overall, expect plenty of warm sunshine across much of the country. For southern Scotland, Northern Ireland and nearby, the word is pleasantly warm. My garden's certainly not complaining about this one. A lovely day to get outside if you can. By mid-afternoon we're looking at about 21 degrees in the south east. Tonight, down to roughly 13 degrees — a chilly one for June. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. And that's showing up in the day-to-day numbers. And on that note, I'll say cheerio. Back again soon."
2023-06-09,BBCNEWS_20230609_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Nina. Friday the 09th of June, and the charts are looking interesting. The broad story is strong sunshine and clear blue skies, pretty much wherever you are. If you're in East Anglia or over towards London and the home counties, expect it to feel hot and increasingly uncomfortable in the strong June sun. Top temperatures today around 24, give or take, depending where you are. My garden's certainly not complaining about this one. If you've got the barbecue on standby, today might just be your day. Overnight, lows of about 16 degrees in towns and cities, a touch cooler in the countryside. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. Worth keeping an eye on as the summer unfolds. That's the shape of things. Whatever the sky throws at you, make the best of it."
2023-06-10,BBCNEWS_20230610_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Sarah. Well, it's Saturday the 10th of June, and there's a fair bit going on out there. Overall, expect plenty of warm sunshine across much of the country. If you're in Wales or over towards the south west, expect it to feel pleasantly warm. Top temperatures today around 22, give or take, depending where you are. If you've got the barbecue on standby, today might just be your day. After dark it dips to around 14 degrees, fresher in rural spots. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Worth keeping an eye on as the summer unfolds. That's the shape of things. Whatever the sky throws at you, make the best of it."
2023-06-11,BBCNEWS_20230611_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Owain. Coming up to Sunday the 11th of June — here's how the next 24 hours are shaping up. The big picture today: sunshine and scattered showers for many of us. A fairly typical British summer's day, in other words — a bit of everything. Across Northern Ireland and London and the home counties it'll feel changeable, warm in the brighter spells. A quick heads-up: keep a brolly handy, the showers are hit and miss. By mid-afternoon we're looking at about 18 degrees in East Anglia. Overnight, lows of about 12 degrees in towns and cities, a touch cooler in the countryside. And in the wider context — June so far: provisionally the hottest June on record for the UK. Worth keeping an eye on as the summer unfolds. That's the shape of things. Whatever the sky throws at you, make the best of it."
2023-06-12,BBCNEWS_20230612_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Owain. Coming up to Monday the 12th of June — here's how the next 24 hours are shaping up. The big picture today: strong sunshine and clear blue skies for many of us. North east england and north west England get the brunt of it — hot and increasingly uncomfortable in the strong June sun. A quick heads-up: UV levels will be high to very high, so do take care out there. Top temperatures today around 25, give or take, depending where you are. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. One day's weather is just that, of course, but the pattern's telling. That's all from me — take care, and I'll see you next time."
2023-06-13,BBCNEWS_20230613_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Carol. Tuesday the 13th of June, and the charts are looking interesting. The broad story is strong sunshine and clear blue skies, pretty much wherever you are. Southern scotland and the south west get the brunt of it — hot and increasingly uncomfortable in the strong June sun. My garden's certainly not complaining about this one. A quick heads-up: UV levels will be high to very high, so do take care out there. Top temperatures today around 25, give or take, depending where you are. After dark it dips to around 17 degrees, fresher in rural spots. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. Worth keeping an eye on as the summer unfolds. Right, that's me done. Look after yourselves out there."
2023-06-14,BBCNEWS_20230614_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Tomasz. Wednesday the 14th of June, and the charts are looking interesting. The big picture today: plenty of warm sunshine for many of us. For Wales, the south east and nearby, the word is pleasantly warm. A quick heads-up: a lovely day to get outside if you can. Into the afternoon, East Anglia sees much the same, with highs around 22 degrees. Whatever you've got planned, it's worth a glance out the window first. After dark it dips to around 16 degrees, fresher in rural spots. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. My garden's certainly not complaining about this one. And that's showing up in the day-to-day numbers. Right, that's me done. Look after yourselves out there."
2023-06-15,BBCNEWS_20230615_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Sarah — and it's Thursday the 15th of June. Honestly, it's the kind of day that makes you forget this is Britain. Overall, expect strong sunshine and clear blue skies across much of the country. Across southern Scotland and Wales it'll feel hot and increasingly uncomfortable in the strong June sun. A quick heads-up: UV levels will be high to very high, so do take care out there. Temperatures peaking near 26 degrees, warmest across London and the home counties. Tonight, down to roughly 18 degrees — a muggy one. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. I'll leave you there. Thanks for watching Weather World."
2023-06-16,BBCNEWS_20230616_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Carol. Coming up to Friday the 16th of June — here's how the next 24 hours are shaping up. Let's start with the headline — plenty of warm sunshine dominating the scene. I'll be honest, the forecast computers and I had words about this one. Wales and southern Scotland get the brunt of it — pleasantly warm. A lovely day to get outside if you can. Into the afternoon, the Highlands sees much the same, with highs around 21 degrees. Overnight, lows of about 13 degrees in towns and cities, a touch cooler in the countryside. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. Worth keeping an eye on as the summer unfolds. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2023-06-17,BBCNEWS_20230617_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Carol. It's Saturday the 17th of June, so let's see what's in store across the UK. The broad story is a mix of sunshine and fair-weather cloud, pretty much wherever you are. For East Anglia, the south east and nearby, the word is mild and comfortable. Worth knowing — nothing too dramatic on the charts today. Temperatures peaking near 21 degrees, warmest across Northern Ireland. Overnight, lows of about 14 degrees in towns and cities, a touch cooler in the countryside. I'll be honest, the forecast computers and I had words about this one. And in the wider context — June so far: provisionally the hottest June on record for the UK. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2023-06-18,BBCNEWS_20230618_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Tomasz. It's Sunday the 18th of June, so let's see what's in store across the UK. The broad story is strong sunshine and clear blue skies, pretty much wherever you are. Across East Anglia and north west England it'll feel hot and increasingly uncomfortable in the strong June sun. By mid-afternoon we're looking at about 26 degrees in north east England. Whatever you've got planned, it's worth a glance out the window first. Tonight, down to roughly 18 degrees — a muggy one. And in the wider context — June so far: provisionally the hottest June on record for the UK. And on that note, I'll say cheerio. Back again soon."
2023-06-19,BBCNEWS_20230619_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Carol. Coming up to Monday the 19th of June — here's how the next 24 hours are shaping up. Let's start with the headline — rather a lot of cloud around dominating the scene. Whatever you've got planned, it's worth a glance out the window first. Across southern Scotland and East Anglia it'll feel on the cool side for the time of year. Worth knowing — you might want a light jacket first thing. By mid-afternoon we're looking at about 18 degrees in the Highlands. And in the wider context — June so far: provisionally the hottest June on record for the UK. That's the shape of things. Whatever the sky throws at you, make the best of it."
2023-06-20,BBCNEWS_20230620_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Owain. It's Tuesday the 20th of June, so let's see what's in store across the UK. The broad story is plenty of warm sunshine, pretty much wherever you are. For north west England, London and the home counties and nearby, the word is pleasantly warm. I'll be honest, the forecast computers and I had words about this one. A quick heads-up: a lovely day to get outside if you can. By mid-afternoon we're looking at about 21 degrees in the south east. Tonight, down to roughly 13 degrees — a chilly one for June. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. If you've got the barbecue on standby, today might just be your day. And on that note, I'll say cheerio. Back again soon."
2023-06-21,BBCNEWS_20230621_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Owain — and it's Wednesday the 21st of June. The broad story is plenty of warm sunshine, pretty much wherever you are. For southern Scotland, the south west and nearby, the word is pleasantly warm. A lovely day to get outside if you can. Top temperatures today around 22, give or take, depending where you are. After dark it dips to around 13 degrees, fresher in rural spots. I'll be honest, the forecast computers and I had words about this one. My garden's certainly not complaining about this one. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. Worth keeping an eye on as the summer unfolds. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2023-06-22,BBCNEWS_20230622_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Carol. Thursday the 22nd of June, and the charts are looking interesting. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Let's start with the headline — strong sunshine and clear blue skies dominating the scene. Across London and the home counties and the south west it'll feel hot and increasingly uncomfortable in the strong June sun. Whatever you've got planned, it's worth a glance out the window first. Uv levels will be high to very high, so do take care out there. By mid-afternoon we're looking at about 25 degrees in north east England. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. Worth keeping an eye on as the summer unfolds. And that's your lot for now. Whatever you're up to, enjoy it."
2023-06-23,BBCNEWS_20230623_183000_Weather_World,"Hello, lovely to have your company on Weather World. I'm Tomasz — and it's Friday the 23rd of June. Overall, expect strong sunshine and clear blue skies across much of the country. Northern ireland and the Midlands get the brunt of it — hot and increasingly uncomfortable in the strong June sun. Into the afternoon, the south west sees much the same, with highs around 24 degrees. Overnight, lows of about 15 degrees in towns and cities, a touch cooler in the countryside. I'll be honest, the forecast computers and I had words about this one. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. That's all from me — take care, and I'll see you next time."
2023-06-24,BBCNEWS_20230624_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Nina. It's Saturday the 24th of June, so let's see what's in store across the UK. Spare a thought for anyone stuck on a stuffy commute in this. Let's start with the headline — heavy, thundery downpours breaking out dominating the scene. Northern ireland and the Highlands get the brunt of it — warm and very humid ahead of the storms. Worth knowing — some of these thunderstorms could bring localised flooding and frequent lightning. Top temperatures today around 23, give or take, depending where you are. Overnight, lows of about 16 degrees in towns and cities, a touch cooler in the countryside. And in the wider context — June so far: provisionally the hottest June on record for the UK. And on that note, I'll say cheerio. Back again soon."
2023-06-25,BBCNEWS_20230625_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Owain. Well, it's Sunday the 25th of June, and there's a fair bit going on out there. The broad story is heavy, thundery downpours breaking out, pretty much wherever you are. Across southern Scotland and London and the home counties it'll feel warm and very humid ahead of the storms. Some of these thunderstorms could bring localised flooding and frequent lightning. Temperatures peaking near 22 degrees, warmest across the Midlands. Overnight, lows of about 14 degrees in towns and cities, a touch cooler in the countryside. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. My garden's certainly not complaining about this one. And that's showing up in the day-to-day numbers. And that's your lot for now. Whatever you're up to, enjoy it."
2023-06-26,BBCNEWS_20230626_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Sarah. It's Monday the 26th of June, so let's see what's in store across the UK. The big picture today: plenty of warm sunshine for many of us. If you're in north west England or over towards Wales, expect it to feel pleasantly warm. A lovely day to get outside if you can. Temperatures peaking near 22 degrees, warmest across the Highlands. After dark it dips to around 13 degrees, fresher in rural spots. Whatever you've got planned, it's worth a glance out the window first. And in the wider context — June so far: provisionally the hottest June on record for the UK. And that's showing up in the day-to-day numbers. I'll leave you there. Thanks for watching Weather World."
2023-06-27,BBCNEWS_20230627_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Carol — and it's Tuesday the 27th of June. Overall, expect sunshine and scattered showers across much of the country. If you're in East Anglia or over towards Wales, expect it to feel changeable, warm in the brighter spells. Keep a brolly handy, the showers are hit and miss. Into the afternoon, the Highlands sees much the same, with highs around 20 degrees. The brollies are going to be earning their keep. My garden's certainly not complaining about this one. Looking at the bigger trend, this June has been provisionally the hottest June on record for the UK. One day's weather is just that, of course, but the pattern's telling. I'll leave you there. Thanks for watching Weather World."
2023-06-28,BBCNEWS_20230628_183000_Weather_World,"Hello, lovely to have your company on Weather World. I'm Owain — and it's Wednesday the 28th of June. Whatever you've got planned, it's worth a glance out the window first. Overall, expect strong sunshine and clear blue skies across much of the country. Across London and the home counties and Wales it'll feel hot and increasingly uncomfortable in the strong June sun. A quick heads-up: UV levels will be high to very high, so do take care out there. Temperatures peaking near 24 degrees, warmest across Northern Ireland. Overnight, lows of about 18 degrees in towns and cities, a touch cooler in the countryside. Spare a thought for anyone stuck on a stuffy commute in this. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. And that's showing up in the day-to-day numbers. And on that note, I'll say cheerio. Back again soon."
2023-06-29,BBCNEWS_20230629_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Tomasz. Well, it's Thursday the 29th of June, and there's a fair bit going on out there. The broad story is plenty of warm sunshine, pretty much wherever you are. If you're in north east England or over towards Wales, expect it to feel pleasantly warm. I'll be honest, the forecast computers and I had words about this one. A lovely day to get outside if you can. Temperatures peaking near 21 degrees, warmest across the Midlands. Overnight, lows of about 12 degrees in towns and cities, a touch cooler in the countryside. Stepping back, the month as a whole has been provisionally the hottest June on record for the UK. And on that note, I'll say cheerio. Back again soon."
2023-06-30,BBCNEWS_20230630_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Tomasz — and it's Friday the 30th of June. If you've got the barbecue on standby, today might just be your day. The broad story is strong sunshine and clear blue skies, pretty much wherever you are. If you're in London and the home counties or over towards north west England, expect it to feel hot and increasingly uncomfortable in the strong June sun. Top temperatures today around 24, give or take, depending where you are. After dark it dips to around 16 degrees, fresher in rural spots. And in the wider context — June so far: provisionally the hottest June on record for the UK. And that's showing up in the day-to-day numbers. I'll leave you there. Thanks for watching Weather World."
2024-06-01,BBCNEWS_20240601_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Sarah. Saturday the 01st of June, and the charts are looking interesting. Overall, expect rather a lot of cloud around across much of the country. East anglia and north west England get the brunt of it — on the cool side for the time of year. By mid-afternoon we're looking at about 14 degrees in Wales. Tonight, down to roughly 7 degrees — a chilly one for June. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. Not exactly flaming June, is it? Pop a jumper on. Whatever you've got planned, it's worth a glance out the window first. And that's showing up in the day-to-day numbers. Right, that's me done. Look after yourselves out there."
2024-06-02,BBCNEWS_20240602_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Carol — and it's Sunday the 02nd of June. Let's start with the headline — sunshine and scattered showers dominating the scene. The south east and the Highlands get the brunt of it — changeable, warm in the brighter spells. Into the afternoon, north west England sees much the same, with highs around 16 degrees. A fairly typical British summer's day, in other words — a bit of everything. My garden's certainly not complaining about this one. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. I'll hand you back to the studio — see you next time."
2024-06-03,BBCNEWS_20240603_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Carol. Coming up to Monday the 03rd of June — here's how the next 24 hours are shaping up. Let's start with the headline — rather a lot of cloud around dominating the scene. If you're in southern Scotland or over towards the south east, expect it to feel on the cool side for the time of year. Worth knowing — you might want a light jacket first thing. Top temperatures today around 15, give or take, depending where you are. Not exactly flaming June, is it? Pop a jumper on. Overnight, lows of about 9 degrees in towns and cities, a touch cooler in the countryside. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. One day's weather is just that, of course, but the pattern's telling. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-04,BBCNEWS_20240604_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Carol. Coming up to Tuesday the 04th of June — here's how the next 24 hours are shaping up. The big picture today: a mix of sunshine and fair-weather cloud for many of us. Southern scotland and London and the home counties get the brunt of it — mild and comfortable. Temperatures peaking near 17 degrees, warmest across Wales. After dark it dips to around 8 degrees, fresher in rural spots. Whatever you've got planned, it's worth a glance out the window first. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. One day's weather is just that, of course, but the pattern's telling. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-05,BBCNEWS_20240605_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Nina — and it's Wednesday the 05th of June. The broad story is brisk northerly winds and a good deal of cloud, pretty much wherever you are. If you'd told me to pack a scarf for June, I'd have laughed — yet here we are. The south east and London and the home counties get the brunt of it — noticeably chilly, more like spring than summer. A quick heads-up: that cold Arctic air making it feel raw in the wind. Top temperatures today around 10, give or take, depending where you are. Overnight, lows of about 1 degree in towns and cities, a touch cooler in the countryside. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. Right, that's me done. Look after yourselves out there."
2024-06-06,BBCNEWS_20240606_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Sarah. Thursday the 06th of June, and the charts are looking interesting. Overall, expect brisk northerly winds and a good deal of cloud across much of the country. The south west and southern Scotland get the brunt of it — noticeably chilly, more like spring than summer. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. By mid-afternoon we're looking at about 10 degrees in north west England. Tonight, down to roughly 2 degrees — a chilly one for June. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-07,BBCNEWS_20240607_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Nina. Well, it's Friday the 07th of June, and there's a fair bit going on out there. The big picture today: rather a lot of cloud around for many of us. I'd keep the heating within easy reach, I won't lie. East anglia and the Highlands get the brunt of it — on the cool side for the time of year. Top temperatures today around 14, give or take, depending where you are. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2024-06-08,BBCNEWS_20240608_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Sarah — and it's Saturday the 08th of June. Whatever you've got planned, it's worth a glance out the window first. The big picture today: brisk northerly winds and a good deal of cloud for many of us. Across Northern Ireland and Wales it'll feel noticeably chilly, more like spring than summer. Worth knowing — that cold Arctic air making it feel raw in the wind. Temperatures peaking near 12 degrees, warmest across the south east. Tonight, down to roughly 3 degrees — a chilly one for June. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. I'll leave you there. Thanks for watching Weather World."
2024-06-09,BBCNEWS_20240609_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Carol. Coming up to Sunday the 09th of June — here's how the next 24 hours are shaping up. Overall, expect a mix of sunshine and fair-weather cloud across much of the country. For Wales, north west England and nearby, the word is mild and comfortable. Nothing too dramatic on the charts today. By mid-afternoon we're looking at about 17 degrees in London and the home counties. After dark it dips to around 8 degrees, fresher in rural spots. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. I'll be honest, the forecast computers and I had words about this one. That's all from me — take care, and I'll see you next time."
2024-06-10,BBCNEWS_20240610_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Sarah. It's Monday the 10th of June, so let's see what's in store across the UK. Honestly, I had to dig the big coat back out this morning, in June of all months! The broad story is rather a lot of cloud around, pretty much wherever you are. If you're in Northern Ireland or over towards north west England, expect it to feel on the cool side for the time of year. Worth knowing — you might want a light jacket first thing. Top temperatures today around 13, give or take, depending where you are. Overnight, lows of about 6 degrees in towns and cities, a touch cooler in the countryside. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. Whatever you've got planned, it's worth a glance out the window first. That's the shape of things. Whatever the sky throws at you, make the best of it."
2024-06-11,BBCNEWS_20240611_183000_Weather_World,"Hello, lovely to have your company on Weather World. I'm Nina. Coming up to Tuesday the 11th of June — here's how the next 24 hours are shaping up. The big picture today: brisk northerly winds and a good deal of cloud for many of us. Across Wales and Northern Ireland it'll feel noticeably chilly, more like spring than summer. Worth knowing — that cold Arctic air making it feel raw in the wind. By mid-afternoon we're looking at about 10 degrees in the Highlands. I'd keep the heating within easy reach, I won't lie. Overnight, lows of about 2 degrees in towns and cities, a touch cooler in the countryside. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. And on that note, I'll say cheerio. Back again soon."
2024-06-12,BBCNEWS_20240612_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Matt. Coming up to Wednesday the 12th of June — here's how the next 24 hours are shaping up. The dog walkers among you will know exactly what I mean. The big picture today: brisk northerly winds and a good deal of cloud for many of us. If you're in Wales or over towards the south west, expect it to feel noticeably chilly, more like spring than summer. A quick heads-up: that cold Arctic air making it feel raw in the wind. Top temperatures today around 10, give or take, depending where you are. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-13,BBCNEWS_20240613_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Sarah — and it's Thursday the 13th of June. Let's start with the headline — brisk northerly winds and a good deal of cloud dominating the scene. For the Highlands, East Anglia and nearby, the word is noticeably chilly, more like spring than summer. That cold arctic air making it feel raw in the wind. Whatever you've got planned, it's worth a glance out the window first. By mid-afternoon we're looking at about 11 degrees in north west England. Tonight, down to roughly 5 degrees — a chilly one for June. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. One day's weather is just that, of course, but the pattern's telling. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-14,BBCNEWS_20240614_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Matt. It's Friday the 14th of June, so let's see what's in store across the UK. The big picture today: rather a lot of cloud around for many of us. Across the south east and Northern Ireland it'll feel on the cool side for the time of year. If you'd told me to pack a scarf for June, I'd have laughed — yet here we are. You might want a light jacket first thing. Temperatures peaking near 14 degrees, warmest across the Midlands. Tonight, down to roughly 8 degrees — a chilly one for June. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2024-06-15,BBCNEWS_20240615_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Sarah. Saturday the 15th of June, and the charts are looking interesting. Overall, expect thicker cloud and spells of rain across much of the country. Wellies by the door might not be the daftest idea today. Across southern Scotland and north west England it'll feel damp and rather grey. A quick heads-up: the rain turning heavy at times, so allow extra time on the roads. Top temperatures today around 14, give or take, depending where you are. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. And on that note, I'll say cheerio. Back again soon."
2024-06-16,BBCNEWS_20240616_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Matt. Well, it's Sunday the 16th of June, and there's a fair bit going on out there. The big picture today: brisk northerly winds and a good deal of cloud for many of us. If you're in London and the home counties or over towards the south west, expect it to feel noticeably chilly, more like spring than summer. Not exactly flaming June, is it? Pop a jumper on. By mid-afternoon we're looking at about 10 degrees in the south east. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. If you'd told me to pack a scarf for June, I'd have laughed — yet here we are. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2024-06-17,BBCNEWS_20240617_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Carol. Monday the 17th of June, and the charts are looking interesting. The big picture today: rather a lot of cloud around for many of us. If you're in the Highlands or over towards Wales, expect it to feel on the cool side for the time of year. A quick heads-up: you might want a light jacket first thing. By mid-afternoon we're looking at about 15 degrees in London and the home counties. Whatever you've got planned, it's worth a glance out the window first. After dark it dips to around 8 degrees, fresher in rural spots. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. And on that note, I'll say cheerio. Back again soon."
2024-06-18,BBCNEWS_20240618_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Tomasz. Tuesday the 18th of June, and the charts are looking interesting. Overall, expect brisk northerly winds and a good deal of cloud across much of the country. For the south west, Wales and nearby, the word is noticeably chilly, more like spring than summer. Worth knowing — that cold Arctic air making it feel raw in the wind. Temperatures peaking near 12 degrees, warmest across southern Scotland. Overnight, lows of about 4 degrees in towns and cities, a touch cooler in the countryside. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-19,BBCNEWS_20240619_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Sarah. It's Wednesday the 19th of June, so let's see what's in store across the UK. A fairly typical British summer's day, in other words — a bit of everything. The broad story is sunshine and scattered showers, pretty much wherever you are. If you're in the south west or over towards north west England, expect it to feel changeable, warm in the brighter spells. A quick heads-up: keep a brolly handy, the showers are hit and miss. Into the afternoon, north east England sees much the same, with highs around 15 degrees. My garden's certainly not complaining about this one. After dark it dips to around 7 degrees, fresher in rural spots. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. Right, that's me done. Look after yourselves out there."
2024-06-20,BBCNEWS_20240620_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Owain. It's Thursday the 20th of June, so let's see what's in store across the UK. Honestly, I had to dig the big coat back out this morning, in June of all months! Let's start with the headline — brisk northerly winds and a good deal of cloud dominating the scene. Across southern Scotland and north east England it'll feel noticeably chilly, more like spring than summer. Temperatures peaking near 10 degrees, warmest across the Highlands. Tonight, down to roughly 3 degrees — a chilly one for June. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. And that's showing up in the day-to-day numbers. I'll hand you back to the studio — see you next time."
2024-06-21,BBCNEWS_20240621_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Nina — and it's Friday the 21st of June. Let's start with the headline — brisk northerly winds and a good deal of cloud dominating the scene. For the Midlands, the Highlands and nearby, the word is noticeably chilly, more like spring than summer. That cold arctic air making it feel raw in the wind. The dog walkers among you will know exactly what I mean. By mid-afternoon we're looking at about 12 degrees in Northern Ireland. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. That's the shape of things. Whatever the sky throws at you, make the best of it."
